"Season","Facility ID","Latitude","Longitude","Street1","Street2","City","State","Postal Code","Country","Type","Facility Name","URL","Phone","Contact","Begin Date","End Date","Begin Time","End Time","Begin DateTime","End DateTime","Recurrence Days","Hours","Eligibility","Cost","Notes","Record ID","Location"
"2019-2020",146,41.7795,-87.6451,"641 WEST 63RD STREET",,"Chicago","IL",60652,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-783-8724",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-4:00 PM, Tue: 10:00 AM-6:00 PM, Wed: 8:00 AM-4:00 PM, Thu:10:00 AM-6:00 PM, Fri: 8:00 AM-4:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_146","(41.7795, -87.6451)"
"2019-2020",131,41.6926,-87.6808,"11055 SOUTH WESTERN AVENUE",,"Chicago","IL",60643,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-445-1798",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_131","(41.6926, -87.6808)"
"2019-2020",70,41.7564,-87.7222,"7500 S. Pulaski Rd.",,"Chicago","IL",60652,"United States of America","Event","Daley College - Family Flu Day",,,,"10/19/2019","10/19/2019","9:00:00","14:00:00","10/19/2019 09:00:00 AM","10/19/2019 02:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_70","(41.7564, -87.7222)"
"2019-2020",90,41.7797,-87.6414,"641 W. 63rd St.","Lower Level","Chicago","IL",60621,"United States of America","Other","Englewood Neighborhood Health Center","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-745-1000",,"09/01/2019","09/01/2021",,,,,"Thursday, Friday","Thursdays: 9:00 AM-4:00 PM, Fridays: 8:00 AM to 3:00 PM.",,"No cost to individual. If insured, insurance will be billed.",,"2019-2020_90","(41.7797, -87.6414)"
"2019-2020",91,41.7933,-87.7277,"4150 W. 55th St.",,"Chicago","IL",60632,"United States of America","Government","Greater Lawn WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-747-5416",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday","Mondays, Tuesdays, Wednesdays: 8:30 AM to 3:30 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,"2019-2020_91","(41.7933, -87.7277)"
"2019-2020",71,41.9596,-87.6986,"4300 N. California Ave.",,"Chicago","IL",60618,"United States of America","Other","Hana Center",,,,"11/09/2019","11/09/2019","10:00:00","14:00:00","11/09/2019 10:00:00 AM","11/09/2019 02:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_71","(41.9596, -87.6986)"
"2019-2020",92,41.8583,-87.6658,"1713 S. Ashland Ave.",,"Chicago","IL",60608,"United States of America","Government","Lower West WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-743-1198",,"09/01/2019","09/01/2021",,,,,"Thursday, Friday","Thursdays & Fridays: 8:00 AM to 3:00 PM.",,"No cost to individual. If insured, insurance will be billed.",,"2019-2020_92","(41.8583, -87.6658)"
"2019-2020",72,41.7318,-87.586,"8950 S. Stony Island Ave.",,"Chicago","IL",60617,"United States of America","Other","Masjid Al Farooq",,,,"10/12/2019","10/12/2019","10:00:00","13:00:00","10/12/2019 10:00:00 AM","10/12/2019 01:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_72","(41.7318, -87.586)"
"2019-2020",73,41.856,-87.6728,"1852 W. 19th St.",,"Chicago","IL",60608,"United States of America","Other","National Museum of Mexican Art",,,,"11/22/2019","11/22/2019","10:00:00","16:00:00","11/22/2019 10:00:00 AM","11/22/2019 04:00:00 PM","Friday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_73","(41.856, -87.6728)"
"2019-2020",74,42.0152,-87.6885,"7341 N. Claremont Ave.",,"Chicago","IL",60645,"United States of America","Other","Nigerian Illinois Nurses Association",,,,"10/05/2019","10/05/2019","15:30:00","19:30:00","10/05/2019 03:30:00 PM","10/05/2019 07:30:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_74","(42.0152, -87.6885)"
"2019-2020",75,41.953,-87.6535,"932 W. Sheridan Rd.",,"Chicago","IL",60613,"United States of America","Other","Nigerian Islamic Association",,,,"09/22/2019","09/22/2019","9:30:00","13:30:00","09/22/2019 09:30:00 AM","09/22/2019 01:30:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_75","(41.953, -87.6535)"
"2019-2020",76,41.7341,-87.5607,"8847 S. Colfax Ave.",,"Chicago","IL",60617,"United States of America","Other","Nigerian Progressive Organization",,,,"09/21/2019","09/21/2019","11:00:00","15:00:00","09/21/2019 11:00:00 AM","09/21/2019 03:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_76","(41.7341, -87.5607)"
"2019-2020",77,41.747,-87.7027,"8030 S. Kedzie Ave.",,"Chicago","IL",60652,"United States of America","Other","Noblest Islamic Community",,,,"09/21/2019","09/21/2019","12:00:00","16:00:00","09/21/2019 12:00:00 PM","09/21/2019 04:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_77","(41.747, -87.7027)"
"2019-2020",78,41.710544,-87.592117,"10001 S. Woodlawn Ave.",,"Chicago","IL",60628,"United States of America","Event","Olive Harvey City College Wellness Resource Fair",,,,"11/13/2019","11/13/2019","11:00:00","15:00:00","11/13/2019 11:00:00 AM","11/13/2019 03:00:00 PM","Wednesday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_78","(41.710544, -87.592117)"
"2019-2020",93,41.6891,-87.6209,"11255 S. Michigan Ave.",,"Chicago","IL",60628,"United States of America","Government","Roseland Community WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","773-785-1173",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday","Mondays, Tuesdays, Wednesdays: 8:00 AM to 3:00 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,"2019-2020_93","(41.6891, -87.6209)"
"2019-2020",79,41.9753,-87.6602,"5120 N. Broadway St.",,"Chicago","IL",60640,"United States of America","Other","South-East Asia Center",,,,"10/25/2019","10/25/2019","12:00:00","15:00:00","10/25/2019 12:00:00 PM","10/25/2019 03:00:00 PM","Friday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_79","(41.9753, -87.6602)"
"2019-2020",80,41.8668,-87.6477,"813 W. Roosevelt Rd.",,"Chicago","IL",60608,"United States of America","Other","St. Francis of Assisi Church",,,,"10/06/2019","10/06/2019","9:00:00","13:00:00","10/06/2019 09:00:00 AM","10/06/2019 01:00:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_80","(41.8668, -87.6477)"
"2019-2020",81,41.8069,-87.6736,"1936 W. 48th St.",,"Chicago","IL",60609,"United States of America","Other","St. Michael the Archangel Catolic Church",,,,"10/20/2019","10/20/2019","9:00:00","14:00:00","10/20/2019 09:00:00 AM","10/20/2019 02:00:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_81","(41.8069, -87.6736)"
"2019-2020",82,41.8554,-87.6658,"1919 S. Ashland Ave.",,"Chicago","IL",60608,"United States of America","Other","St. Pius V Parish",,,,"09/29/2019","09/29/2019","11:00:00","15:00:00","09/29/2019 11:00:00 AM","09/29/2019 03:00:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_82","(41.8554, -87.6658)"
"2019-2020",83,41.8228,-87.6759,"2011 W. Pershing Rd.",,"Chicago","IL",60609,"United States of America","Event","State Senator Antonio Munoz & National Latino Education Institute",,,,"09/13/2019","09/13/2019","10:00:00","14:00:00","09/13/2019 10:00:00 AM","09/13/2019 02:00:00 PM","Friday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_83","(41.8228, -87.6759)"
"2019-2020",84,41.7223,-87.6343,"400 W. 95th St.",,"Chicago","IL",60628,"United States of America","Other","Trinity United Church of Christ",,,,"09/29/2019","09/29/2019","10:00:00","14:00:00","09/29/2019 10:00:00 AM","09/29/2019 02:00:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_84","(41.7223, -87.6343)"
"2019-2020",85,41.9654,-87.659,"1145 W. Wilson Ave.",,"Chicago","IL",60640,"United States of America","Government","Truman College - Family Flu Day",,,,"10/19/2019","10/19/2019","9:00:00","14:00:00","10/19/2019 09:00:00 AM","10/19/2019 02:00:00 PM","Saturday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_85","(41.9654, -87.659)"
"2019-2020",94,41.9653,-87.652,"845 W. Wilson Ave.","2nd Level","Chicago","IL",60640,"United States of America","Government","Uptown WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-742-3227",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Wednesdays & Fridays: 8:00 AM-3:00 PM, Tuesdays & Thursdays: 9:00 AM to 4:00 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,"2019-2020_94","(41.9653, -87.652)"
"2019-2020",86,41.7299,-87.5469,"3201 E. 91st St.",,"Chicago","IL",60617,"United States of America","Other","Villa Guadalupe",,,,"10/13/2019","10/13/2019","10:00:00","14:00:00","10/13/2019 10:00:00 AM","10/13/2019 02:00:00 PM","Sunday",,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,"2019-2020_86","(41.7299, -87.5469)"
"2019-2020",255,41.6778,-87.6803,"11833 S WESTERN AVE",,"Chicago","IL",60643,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-233-2245","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details.",,"2019-2020_255","(41.6778, -87.6803)"
"2019-2020",212,41.9316,-87.7557,"5140 W DIVERSEY AVE",,"Chicago","IL",60639,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-685-8759","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_212","(41.9316, -87.7557)"
"2019-2020",291,41.9104,-87.6773,"1601 N MILWAUKEE AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-342-9161","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_291","(41.9104, -87.6773)"
"2019-2020",180,41.7731,-87.5877,"1533 E 67TH ST",,"Chicago","IL",60637,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-493-733","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_180","(41.7731, -87.5877)"
"2019-2020",270,41.6849,-87.6434,"833 W 115TH ST",,"Chicago","IL",60643,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-568-4034","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_270","(41.6849, -87.6434)"
"2019-2020",272,41.8832,-87.6245,"30 N MICHIGAN AVE",,"Chicago","IL",60602,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-332-3540","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_272","(41.8832, -87.6245)"
"2019-2020",185,41.9175,-87.7056,"3110 W ARMITAGE AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-235-6758","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_185","(41.9175, -87.7056)"
"2019-2020",232,41.9387,-87.746,"4745 W BELMONT AVE",,"Chicago","IL",60641,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-481-211","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_232","(41.9387, -87.746)"
"2019-2020",259,41.7062,-87.6814,"2345 W 103RD ST",,"Chicago","IL",60643,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-429-767","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_259","(41.7062, -87.6814)"
"2019-2020",302,41.89,-87.6244,"410 N MICHIGAN",,"Chicago","IL",60611,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-321-951","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_302","(41.89, -87.6244)"
"2019-2020",200,41.9538,-87.6864,"2301 W IRVING PARK RD",,"Chicago","IL",60618,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-267-8410","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_200","(41.9538, -87.6864)"
"2019-2020",168,41.7861,-87.7232,"4000 W 59TH ST",,"Chicago","IL",60629,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-581-2345","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_168","(41.7861, -87.7232)"
"2019-2020",217,41.9244,-87.7665,"5600 W FULLERTON AVE",,"Chicago","IL",60639,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-745-1640","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_217","(41.9244, -87.7665)"
"2019-2020",220,41.8668,-87.6396,"501 W ROOSEVELT RD",,"Chicago","IL",60607,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-492-8559","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_220","(41.8668, -87.6396)"
"2019-2020",304,41.7658,-87.567,"2351 E 71st",,"Chicago","IL",60649,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-358-4135","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:30 AM-5:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_304","(41.7658, -87.567)"
"2019-2020",265,41.9249,-87.7115,"3320 W FULLERTON AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-252-8346","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_265","(41.9249, -87.7115)"
"2019-2020",297,41.8443,-87.7077,"3303 W 26TH ST",,"Chicago","IL",60623,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-521-1718","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_297","(41.8443, -87.7077)"
"2019-2020",188,41.8521,-87.6741,"1931 W CERMAK RD",,"Chicago","IL",60608,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-847-5781","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_188","(41.8521, -87.6741)"
"2019-2020",250,41.9398,-87.654,"1001 W BELMONT AVE",,"Chicago","IL",60657,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-477-1151","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_250","(41.9398, -87.654)"
"2019-2020",177,41.8963,-87.6692,"1650 W CHICAGO AVE",,"Chicago","IL",60622,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-829-6186","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_177","(41.8963, -87.6692)"
"2019-2020",224,41.9843,-87.6607,"5625 N RIDGE AVE",,"Chicago","IL",60660,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-989-7546","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_224","(41.9843, -87.6607)"
"2019-2020",287,41.8962,-87.6223,"225 E CHICAGO AVE",,"Chicago","IL",60611,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-573-2287","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_287","(41.8962, -87.6223)"
"2019-2020",277,41.8781,-87.6371,"250 S WACKER DR",,"Chicago","IL",60606,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-876-1363","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-8:00 PM, Sat: Closed, Sun: Closed",,"Call for details.",,"2019-2020_277","(41.8781, -87.6371)"
"2019-2020",260,41.7801,-87.6418,"650 W 63RD ST",,"Chicago","IL",60621,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-994-4467","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-10:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_260","(41.7801, -87.6418)"
"2019-2020",282,41.9318,-87.698,"2744 N CALIFORNIA AVE",,"Chicago","IL",60647,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-342-2818","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_282","(41.9318, -87.698)"
"2019-2020",240,41.7285,-87.5514,"2924 E 92ND ST",,"Chicago","IL",60617,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-721-6603","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,"Call for details.",,"2019-2020_240","(41.7285, -87.5514)"
"2019-2020",192,41.9752,-87.7677,"5230 N MILWAUKEE AVE",,"Chicago","IL",60630,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-736-8920","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_192","(41.9752, -87.7677)"
"2019-2020",245,41.7503,-87.6545,"1213 W 79TH ST",,"Chicago","IL",60620,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-651-2118","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details.",,"2019-2020_245","(41.7503, -87.6545)"
"2019-2020",292,41.8845,-87.6278,"151 N STATE ST",,"Chicago","IL",60601,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-863-4249","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_292","(41.8845, -87.6278)"
"2019-2020",209,41.866,-87.7115,"3401 W ROOSEVELT RD",,"Chicago","IL",60624,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-542-1232","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,"Call for details.",,"2019-2020_209","(41.866, -87.7115)"
"2019-2020",181,41.9243,-87.6395,"2317 N CLARK ST",,"Chicago","IL",60614,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","773-929-7488","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details.",,"2019-2020_181","(41.9243, -87.6395)"
"2019-2020",206,41.8935,-87.6309,"641 N CLARK ST",,"Chicago","IL",60654,"United States of America","Pharmacy","Walgreens","http://www.Walgreens.com","312-587-1416","Pharmacy","09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24 Hours",,"Call for details.",,"2019-2020_206","(41.8935, -87.6309)"
